Device,Time,Date,(1) Map,(1) Waits,(1) Shows,(1) Tips,(1) Bonus,(1) Game,(2) Not work as expected?,If yes...,(3) Influence?,If yes...,(4) Enough time?,If no...,(5) Overall Experience,(5a) Why?,(6) Merchandise Locations,(6a) What drove decision?,(7) Amount on merchandise,(8) F&B Locations,(8a) What drove decisions?,(9) Amount on F&B,(10) Meals eaten,(11) Attractions visisted,(13) Experience #1,(13) Experience #2,(13) Experience #3,(14) Age of user,(14) Gender of user,(15) Paper map?,(16) Paper schedule?,(17) Get lost?,(18) How closely did you follow plan?,(18a) What diverted original plans?,(19) Ride because of low wait times?,(19a) If yes....,(20) Get fast passes?,(20a) If yes...,(20c) Use them?,(20c) If no...,(21) Group split?,(21a) If yes...,(21b) Who kept the device?,(22) Other comments?
23,19:00:00,4/28/2011,6,7,7,5,4,4,No,,Yes,,No,,Excellent,,My group has not purchased nay merchandise at the Disneyland Paris Resort today,,,My group has not purchased any meals or snacks at the Disneyland Paris Resort today,,,,"Alice's Curious Labyrinth, Captain EO ",Space Mountain,Simulatoers,,38,female,No,No,Never,,,Yes,Simulater,No,,,,Yes,age difference,,
23,16:00:00,4/30/2011,1,1,1,1,1,1,Yes,,No,,No,,Just Okay,,My group has not  purchased any merchandise at the Disneyland Paris Resort Today,Merchandise offerings,100,,,50,Morning snack,,,,,,,Yes,Yes,Never,Loosely,,Yes,,No,,,,No,,,
23,19:50:00,4/21/2011,6,0,0,4,3,4,no,,yes,,no,,goodd,device failed. device distorts in busy crowd,disney store,,50,Disney blockbuster cafe,food offerings,70,lunch,,,,,11,female,yes,no,never,not at all,long waits,no,,no,,,,no,,,
24,22:00:00,4/23/2011,2,0,0,0,0,0,y,,n,,n,,Excellent,,,,,"Buzz Lightyear's Pizza Planet, Au Chalet de la Marionette",,,,,,,,,,,,,,,,,,,,,,,,
24,21:25:00,4/26/2011,5,6,5,4,2,4,yes,Bouificaciones,yes,,no,Desapareciau en mal maurento,Good,,"The emporium, Thunder mesa mercantile walt disney studio store","Merchandise offerings, store look and feel ",400,"Cafe Hyperion, Restaurant en coulisse","Wait times, proximity",300,"lunch, dinner","la cabane des robinson, alice's curious labyrinth, its a small world, art of disney animation, stitch live, studio tram tour, cinemagique, armageddon, rock n roller coaster, tower of terror, moteurs action stunt show, playhouse disney live on stage",buzz lightyear,tower of terror,cauousel,43,,yes,no,never,"does not apply, did not have a plan",,yes,Alice's curious labyrinth,yes,tower of terror,yes,,yes,,"Deberain incluir banos, restaurantes",
24,17:35:00,4/28/2011,7,6,6,5,,,No,,Yes,,Yes,,Very Good,,Walt Dsiney Studio Store,"Merchandise offerings, store look and feel",20,Restaurant Hakuna Matata,food offerings and wait times,?,Lunch and afternoon snack,"La cabane des robinson, captain eo, stitch live, tower of terror",,,,13,,No,No,Never,Closely,Long waits,Yes,,No,,No,,,,,No
24,16:15:00,4/30/2011,5,4,2,5,4,5,Yes,,No,,Yes,,Very Good,,"thunder mesa mercantile, tower hotel gifts, walt disney studio store, world of toys",Proximity,20,"Agrabah Cafe Restaurant, Au Chalet de la Marionnette",Wait Time,,Breakfast,"Captain EO, Rock n Roller Coaster, Tower of Terror",,,,30,,Yes,Yes,Never,Closely,Tired Children,Yes,,No,,Yes,,Yes,,,
24,21:45:00,4/21/2011,7,7,7,5,6,4,,the position change is sometime slow,yes,we watched 2 shows,yes,,very good,,"walt disney studios store, disney store",proximity and bonus ,50,My group has not purchased any meals or snacks at the disneyland paris resort today,,,,"le pays des contes de fees, alice's curious labyrinth, its a small world, art of disney animation, cinemagique, moteurs action stunt show",big thunder mountain railroad,space mountain,the boats,7,female,yes,no,never,loosely,long waits,yes,,no,,yes,different interests,15,"nice navigation, i liked it",,
25,19:20:00,4/23/2011,7,7,5,5,6,4,y,Stopped working,y,,,,Very good,"Although the device did not always work, it is a good idea.",,Proximity,100,"buzz Lightyear's Pizza Planet, Cafe Hyperion","Food Offerings, Proximity",100,"Lunch, Dinner","La Cabane des Robinson, Alice's Curious Labrynth,Captain EO",Space Mountain,Pirates of the Caribbean,Captain EO,25,f,n,n,a few times,n,long waits,y,"Alice's Curious Labrynth,Captain EO, Space Mountain",,,,,n,,,"It would be nice if the device told you where you were, told you information about rides, and told you information about restaurants."
25,21:00:00,4/21/2011,6,4,4,0,2,2,yes,,no,,yes,,good,,Plaza west shop,other,70,My group has not purchased any meals or snacks at the disneyland paris resort today,other,,,"le pays des contes de fees, its a small world, captain eo",star tours,its a small world,captain eo,33,male,yes,yes,a few times,does not apply did not have a plan,other,no,,no,,,,no,,,add the toilets and restaurants in the map
26,18:50:00,4/24/2011,7,7,7,7,7,7,yes,mise eu veille dufo,,,no,,good,,Les Legends de hollywood,other,,Disney Blockbuster cafe,,,,,,,,,,,,,,,,,,,,,,,,
26,20:30:00,4/26/2011,7,7,6,5,5,0,no,,no,,no,,Good,,my group has not purchased any merchandise at the Disneyland Paris resort today,,,,food offerings,40,dinner,"Alice's curious labyrinth, its a small world, captain eo, stitch live, studio tram tour, cinemagique, armageddon, rock n roller coaster, tower of terror, moteurs action stunt show, playhouse disney live on stage",tower of terror,Moteurs action stunt show,stitch live ,38,Male,yes,yes,never,"does not apply, did not have a plan",,yes,cinemagique,no,,,,no,,,
26,16:10:00,4/27/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,19:50:00,4/28/2011,5,4,5,3,5,5,No,,No,,Yes,magitsiw ari lit,Good,,,Merchandise offerings  ,50,My group has not purchased any meals or snacks at the Disneyland Paris Resort today,,,,"Le Pays des contes de fees, alices Curious Labyrinth, its a small world, art of disney animation, armageddon, moteurs action stunt show",Moteurs,its a small world,,"43,40,38,10,3",Male and female,"Yes,No",Yes,a few times,does not apply did not have a plan,long waits tired children,No,,No,,No,,No,,,
26,17:00:00,4/29/2011,7,7,7,7,,6,yes,arreter,yes,temps d'attente,no,pas toure',very Good,reperage temp d'attende redocto,"Thunder Mesa Mercantile, Art of Animation",bonus,200,,,,,,Animagic,Princess Photo,,37,Female,No,no,Never,Not at all,Bonus,yes, Haunted Mansion,yes ,Buzz Lightyear,yes,,yes,manger voiture,Moi,Pas hovre' la boutique plaza west shop
26,17:11:00,4/29/2011,7,7,7,7,,6,yes,arretes,yes,temps d'attente,no,pas trouve,Very Good,repe'rage temp d'attente reducto,"Thunder Mesa Mercantile, Art of Animation",Bonus,200,,,,,,Animagic,Princess Photo,,37,Female,No,no,never,Not at all,Bonus,Yes,Haunted Mansion,Yes,Buzz Lightyear,yes, ,yes,Manger Voiture,Moi,Pas trouve' la boutique plaza west shop.
26,,4/21/2011,7,7,5,1,5,6,yes,it turned off,no,,no,,good,add more games and toilets and restaurants on the map. very useful to see the waiting times. interactive maps very useful,My group has not purchased any merchandise at the disneyland paris resort today,Store look and feel,,cafe hyperion,food offerings,40,lunch and afternoon snack,"le pays des contes de fees, tower of terror",buzz lightyear,space mountain,crush's coaster,"20, 27",Male and female,yes,no,never,does not apply did not have a plan,,yes,but its a good one,yes,space mountain,yes,,no,,,
27,19:40:00,4/23/2011,7,5,5,3,3,0,y,Stopped working,y,,n,,Very good,interesting,My group has not purchased and merchandiseat the Disneyland Paris Resortthis trip-- Skip to question 8,,,My group has not purchased any meals or snacks at the Disneyland Paris Resortthis trip - Skip to question 9,,,"Afternoon Snack, Dinner",it's a small world,Peter Pan,Buzz,Small World,35,m,y,y,Never,Loosely,Tired Children,n,,n,,,,n,,,
27,17:10:00,4/24/2011,6,5,6,3,5,4,Yes,,Yes,,Yes,,Good,,Plaza West Shop,Bonus,50,,,,evening snack,"Le pays des contes de fees, stitch live",its a small world,Buzz lightyear,stitch live,33,Male,No,No,Never,closely,long waits,no,,No,,,,No,,,activation trop lonque
27,12:00:00,4/27/2011,5,7,7,2,6,3,y,some mistakes with the wait times and translations,y,because of the wait times,y,discount in a store,Very Good,helpful,,"Store look and feel, Bonus",400,"Restaurant Hakuna Matata, Disney Blockbuster Cafe, Pizzerira Bella Notte","Food offerings, Wait times",100,"Breakfast, Lunch, Afternoon Snack, Dinner","it's a small world, Le Pays des Contes de Fees, Flying Carpets over Agrabah",Pirates of the Caribbean,it's a small world,Peter Pan,15,m,n,n,Never,Closely,Long waits,y,it's a small world,y,Disneyland Hotel,y,,n,,,Add an option for the itinerary. Change the game (mistakes with the answers). Add more funcionalities (ie camera). 
27,19:20:00,4/28/2011,7,7,7,0,0,0,no,,yes,,no,pas adapte enfant ban age,Excellent,,Thunder mesa mercantile,Store look and feel,80,Fuente del oro restaurante,price,40,Lunch,,,,,72,Female,yes,yes,never,,,,,,,,,no,,,very good experience
27,20:55:00,4/21/2011,6,6,4,3,1,5,no,,no,,no,,very good,fun to use,My group has not purchased any merchandise at the disneyland paris resort today,,,cafe hyperion,food offerings and price,26,lunch and afternoon snack,"le pays des contes de fees, its a small world, rock n roller coaster",big thunder mountain railroad,rock n roller coaster,snow white,30,female,no,no,never,does not apply did not have a plan,long waits,yes,Nautilus,no,,,,no,,,add more games and add disney music
28,19:25:00,4/23/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,19:45:00,4/24/2011,5,5,5,2,1,1,Yes,Wait time not accurate,No,,No,,Just okay,interface could be better,Disney store,Store look and feel and proximity,30,Au chalet de la marionette,,,,,,,,,,,,,,,,,,,,,,,,Didn't complet survey
28,19:00:00,4/25/2011,6,5,6,4,4,5,Yes,Stopped Working,No,,No,,Good,,,proximity,20,,,,,"La Cabane des robinson, Alice's curious labyrinth",,,,8,Male,Yes,,Never,loosely,Long waits,Yes,Star tour,Yes,Buzz lightyear,Yes,,No,,,None
28,20:48:00,4/26/2011,6,6,0,0,0,2,no,,yes,,no,,very good,indication temps aux attraction,my group has not purchased any merchandise at the Disneyland Paris resort today,,,Cafe Hyperion,"Proximity, other",25,afternoon snack,"la cabane des robinson, le pays des contes de fees, alice's curious labyrinth, its a small world, Captain EO ",Star tours,buzz lightyear,pirates of the carribean,35,female,no,no,never,"does not apply, did not have a plan",long waits,yes,Captain EO,yes,"Buzz lightyear, Peter Pan, Star Tours",yes,,yes,enfants trop petit,papa,nethe d'antres jeux pan fani patientes les enfant
28,18:35:00,4/27/2011,6,7,5,2,4,4,n,,n,,y,,Good,,,Weather condition,40,Restaurant en Coulisse,Food offerings,40,Lunch,"it's a small world, Le Pays des Contes de Fees, Art of Disney Animation, Armageddon: Les Effets Speciaux, Studio Tram Tour, Cinemagique",Peter Pan,Cinemagique,it's a small world,19,f,y,y,Never,Closely,Long Waits,y,Le Pays des Contes de Fees,y,Peter Pan,y,,n,,,Well-designed
28,17:47:00,4/29/2011,5,5,5,2,2,2,no,,yes,,,,Good,,,,,,"Food offerings, wait times, price",,Lunch,,,,,29,Female,no,no,once,Not at all,long waits,,,no,,,,No,,,
28,17:35:00,4/21/2011,7,5,7,2,1,7,yes,wait time wrong,no,,no,,good,handy to find out where we are,My group has not purchased any merchandise at the disneyland paris resort today,,,,food offerings,50,lunch and afternoon snack,"alices curious labyrinth, its a small world",parade,elephants,big thunder mountain railroad,40,male,yes,no,never,does not apply did not have a plan,tired children,yes,carousel,no,,,,no,,,need to show toilets and restaurants
29,15:15:00,4/21/2011,4,5,4,0,0,2,no,,no,,no,,good,didn't use it a lot,,proximity,20,Cafe Hyperion,food offerings and price,30,lunch and afternoon snack,its a small world,buzz lightyear,its a small world,Casey J,31,female,yes,yes,never,closely,long waits,no,,yes,buzz lightyear,yes,,no,,,the device was too big
30,19:00:00,4/23/2011,7,7,4,7,3,3,y,Stopped working,n,,n,,Good,It should indicate baby care room,,,,My group has not purchased any meals or snacks at the Disneyland Paris Resortthis trip - Skip to question 9,,,,"La Cabane des Robinson, it's a small world",,,,32,F,y,y,Never,Does not apply (did not have plan),,y,it's a small world,n,,,,n,Not interested by the same attraction,,
30,19:15:00,4/23/2011,7,7,2,0,7,5,y,,n,,y,,Very good,useful,,"Store look and feel, Bonus",50,My group has not purchased any meals or snacks at the Disneyland Paris Resortthis trip - Skip to question 9,,,,"La Cabane des Robinson, it's a small world",Parades,Space Mountain,,30,m,y,n,never,Does not apply (did not have plan),"Long waits, Tired Children",y,"Space Mountain, Star Tours",n,,,,y,,,
30,20:33:00,4/24/2011,6,5,4,4,5,2,No,,No,,Yes,,Very Good,,Plaza West Shop,Bonus,50,"Buzz lightyears pizza planet, cafe hyperion",,,,,,,,,,,,,,,,,,,,,,,,Didn't complet survey
30,12:40:00,4/26/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Etiquette entevee (n' appareil)
31,16:45:00,4/29/2011,6,7,6,5,6,0,Yes,"it ""froze"" and needed to be reset",yes,change because of waiting time,yes,,very Good,,,Store look and feel,,Cafe Hyperion,"Food offerings, wait time",,"Breakfast, luch and dinner","Its a small world, stitch live, studio tram tour, tower of terror, moteurs action stunt show, playhouse disney live on stage",Moteurs action stunt show,Stitch live,,46,,Yes,yes,Never,Loosely,long waits and tired children,yes,,yes,Buzz Lightyear,,,yes,waiting time,,
31,18:35:00,4/30/2011,7,1,7,1,4,4,No,,No,,No,,Good,,My group did not purchase any merchandise at the Disneyland Paris Resort today,,,My group did not purchase any meals or snacks at the Disneyland Paris Resort today,Reservations,30,Lunch,Captain EO,,,,30,F,Yes,Yes,Once,Closely,Long Waits,No,,No,,No,,No,,,"Pas complet, temp d' attraction. plus de details..."
32,19:30:00,4/24/2011,7,6,1,7,7,6,No,,,,yes,,Good,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,Didn't complet survey
32,12:35:00,4/26/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No time to answer
32,19:25:00,4/29/2011,7,7,7,5,7,4,No,,Yes,Boutique tour de la terias,Yes,"Reduction, Foist pouse",Excellent,"Utile et pratique, ecologique","The Emporium, La Girafe Curieuse, Towerl Hotel Gifts, Disney Store","Merchandise offerings, bonus",700,My group has not purchased any meals or snacks at the Disneyland Paris resort today,,0,Breakfast and lunch,"Art of Disney animation, Cinemagique, Armageddon, Rock n roller coaster",Rock n roller coaster,Art of Disney animation,Cinemagique,"18,23",Male,No,No,Never,Closely,long waits,Yes,Armageddon and rock n roller coaster,Yes,Peter pan,yes,,yes,attraction et magasin,groupe de s fersimespin les attractions,"Rajouter des temps d'attentes accessibles fem le conte, ajeulen un moteur de recharche"
32,20:15:00,4/30/2011,7,7,5,3,4,4,No,,Yes,,Yes,,Excellent,,,Merchandise Offerings,40,Disney Blockbuster Cafe,"Food Offerings, Wait Times",50,"Lunch, afternoon snack and dinner","Alice's Curious Labyrinth, Its a small world, Flying Carpets over Agrabah, Tower of Terror, Moteurs Action Stunt Show",Moteurs Action Stunt Show,Alice's Curious Labyrinth,Its a small World,33,M,Yes,No,Never,Does not apply did not have a plan,"Long waits, Tired Children, Bonus",Yes,Toule,Yes,Buzz,Yes,,No,,,
32,19:30:00,4/28/2011,7,7,6,5,4,3,yes,Guidance,yes,,no,,very Good,,,,,My group has not purchased any meals or snacks at the Disneyland paris resort today,Wait time,150,Breakfast,"Its a small world, armageddon, moteurs action stunt show",Moteurs action stunt show,armageddon,,45,Male,yes,yes,a few times,Loosely,long waits,no,,no,,,,,,,Not able to turn off
32,18:09:00,4/21/2011,7,7,0,5,7,3,no,,yes,"ques, left ride to get fast passes and came back. ",no,in studio park and went dead,excellent,very useful,My group has not purchased any merchandise at the disneyland paris resort today,,,Restaurant en coulisse,,,,,,,,,,,,,,,,,,,,,,,,
33,21:45:00,4/21/2011,7,5,3,2,3,5,yes,wait times not o accurate,yes,went to rides with least wait,yes,yes but didn't worry,good,"needs more information, toilets and restaurant",Plaza west shop,Merchandise offerings,40,blue lagoon,other- ambience/ setting,150,afternoon snack and dinner,"la cabane des robinson, its a small world, captain eo",star wars,restaurant,peter pan,12,male,yes,no,a few times,does not apply did not have a plan,long waits ,yes,,yes,peter pan and space mountain,no,run out of time,no,,,"Needs toilet locations, needs restaurant locations, more accurate wait times"
34,15:30:00,4/23/2011,5,1,1,2,4,3,y,Not all of the game text had translations. No information about toilets/restaurants.,n,,y,,Poor,"It's slow, lacks information I want.",My group has not purchased and merchandise at the Disneyland Paris Resortt his trip-- Skip to question 8,,,My group has not purchased any meals or snacks at the Disneyland Paris Resortthis trip - Skip to question 9,,,,,,,,,,,,,,,,,,,,,,,,
34,21:30:00,4/24/2011,5,7,0,0,7,2,,,Yes,I used the bonuses,yes,,Very Good,,My group has not purchased any merchandise at the Diseyland Paris Resort today, ,, ,Price and bonus,60-70,Lunch afternoon snack and dinner,"Its a small world, studio tram tour, armageddon, rock n roller coaster, tower of terror",rock n roller coaster,tower of terror,space mountain,"12,5",Male,Yes,No,Never,Closely,Long waits,Yes,,Yes,rock n roller coaster and tower of terror,yes,,yes,tired mother,the son,very good
34,18:56:00,4/26/2011,7,7,7,5,,5,No,,no,,no,,good,,,Merchandise offering,80,Au Chalet de la Marionette,Proximity,40,Lunch,"La cabane des robinson, le pays des contes de fees, its a small world",,, ,"43,42,2,3",Male and female,yes,no,never,does not apply did not have a plan,,yes,,yes,,yes,,no,,,
34,20:10:00,4/28/2011,4,7,4,2,1,7,No,,Yes,,No,,Good,,My group has not purchased any merchandise at the Disneyland Resort today,,,My group has not purchased any meals or snacks at the disneyland paris resort today,Reservations,40,Lunch,"Alice's Curious Labyrinth, its a small world",Buzz Lightyear,Star Tour,Small World,37,Male,Yes,Yes,a few times,Loosely,other,Yes,Small world,Yes,Buzz Lightyear,Yes,,Yes,,,Attache a prevoir. Plan prevoir les restos + we augmenter le zoom. classer les attractions par ondes + fermetur
34,15:50:00,4/30/2011,6,1,1,0,0,4,Yes,Stopped working at 15:00,No,,No,,Just Okay,Printed Map easier to use and wait time inaccurate,My group has not purchased any merchandise at the Disneyland Paris Resort this trip, ,,Last Chance Cafe,"Food offerings, Wait Times, price",50,"Lunch, afternoon snack","Alice's Curious Labyrinth, It's a small world",Its a small world,Pirates,Curcus train,8,F,Yes,Yes,Never,Does not apply did not have a plan,,Yes,Paddle Steamer,No,,,No,,,,No
